"id_fuente","ruta_relativa","extension","sha256","bytes","mtime_iso"
"src00029","informes_sintetizados/ejemplos/grupo-02_automatizacion-scripting_ejemplo_5.txt","txt","f9b224773fc8a176086dc3e1e4a6bfb7d302e3c4ce1175d7801cfa3a3be7d45f","2503","2025-09-29T22:43:36Z"
"src00030","informes_sintetizados/ejemplos/grupo-07_prompts-plantillas_ejemplo_7.txt","txt","580756ef4694b097429dc1ef807e238841b420b5b5e4dba8743f4b80f73f44f7","10866","2025-09-29T22:43:36Z"
"src00031","informes_sintetizados/ejemplos/grupo-02_automatizacion-scripting_ejemplo_6.txt","txt","82246013812a194860e168df3ce5a649a323a66c9ff37c8dcd26843e13ecf1aa","339","2025-09-29T22:43:36Z"
"src00032","informes_sintetizados/ejemplos/grupo-02_automatizacion-scripting_ejemplo_4.txt","txt","8e16bd2470a82d3788f47fb8d2bd47c721dc16f8291ade8335583e06313735f5","17713","2025-09-29T22:43:36Z"
"src00033","informes_sintetizados/ejemplos/grupo-01_analisis-de-datos_ejemplo_2.txt","txt","9f7397b5f04a4b47f3025fc960ee7962b08930bdce3fe47aa5a57f49e422915e","317","2025-09-29T22:43:36Z"
"src00034","informes_sintetizados/ejemplos/grupo-01_analisis-de-datos_ejemplo_1.txt","txt","a92303b29a9ae62ed497c79cab7324e33c8ae59909888deb61c631051d5b2654","7176","2025-09-29T22:43:36Z"
"src00035","informes_sintetizados/ejemplos/grupo-01_analisis-de-datos_ejemplo_3.txt","txt","5adf893f4132df4422d1b783caffcda5f73dadcfa5f88381b6454253677bffd8","302","2025-09-29T22:43:36Z"
"src00036","informes_sintetizados/ejemplos/grupo-07_prompts-plantillas_ejemplo_9.txt","txt","205c1908b43888ecc010ee1bcf7bea2cda220879ad825c520cc03c6d1c8c19d0","7642","2025-09-29T22:43:36Z"
"src00037","informes_sintetizados/ejemplos/grupo-07_prompts-plantillas_ejemplo_8.txt","txt","a7e94710f70f17a05e0e26cb913097edb3909d902361f96e02668f0a705acece","395","2025-09-29T22:43:36Z"
"src00038","2025-09-29-conversations/2025-9-29/10-43-23-An_lisis_de_ingesta_y_normalizaci_n.json","json","5e119c3f4bf3a57ee3062ed7fd4614f84e38e7240dcac6d1fd976797814a4853","129964","2025-09-29T22:43:36Z"
"src00039","informes_sintetizados (3)/inventario.csv","csv","5539046f832d12a499a0a672638ec440190f7717b946e6f1a2d1b51f6df981ae","25407","2025-09-29T22:43:37Z"
"src00040","informes_sintetizados (3)/out/provenance.json","json","4510d6e2a2089729057bbfcbf55da8d1c2c75f266ef8b165424cbc8cd9e9af08","21283","2025-09-29T22:43:37Z"
"src00041","informes_sintetizados (3)/out/resumen_global.md","md","5da6369a2a44ee11df541ed9ca6eec2186f2d8668ff7d23fd0326a767aaa2939","474","2025-09-29T22:43:37Z"
"src00042","informes_sintetizados (3)/out/inventario.csv","csv","5539046f832d12a499a0a672638ec440190f7717b946e6f1a2d1b51f6df981ae","25407","2025-09-29T22:43:37Z"
"src00043","informes_sintetizados (3)/out/manifest_qa.json","json","1d0e5ab7523ca876339ee0b077ca5a8c75d5e413b25b0d88b2cfe015f55ebe36","1029","2025-09-29T22:43:37Z"
"src00044","informes_sintetizados (3)/out/excluidos.md","md","d8941a62c66eea5ab5b457b80528d360f49b860ae06800e1814f2c3f8d270ec5","25","2025-09-29T22:43:37Z"
"src00045","informes_sintetizados (3)/out/mapa_trazabilidad.csv","csv","adec7b9a0411c3007d41f59acf7ae8709cfd0cbca491d6f7ca7af7567970df61","35220","2025-09-29T22:43:37Z"
"src00046","informes_sintetizados (3)/out/mapa_trazabilidad.md","md","67e3ee35b0cf7db53254c329b688051defb555f36b8eab4184382a6f1588eac8","115","2025-09-29T22:43:37Z"
"src00047","informes_sintetizados (3)/out/informes/informe_otros.md","md","5446f95e00885e20189e172a1e2635b6079e96ce3c4abcafca596f4973497287","2113","2025-09-29T22:43:37Z"
"src00048","informes_sintetizados (3)/out/informes/informe_prompts_plantillas.md","md","7558fcf7b470030f9941f19f334efe5e5c114f2c95142fa6b157a43e454a2b8d","300605","2025-09-29T22:43:37Z"
"src00049","informes_sintetizados (3)/out/informes/informe_automatizaci¿«n_scripting.md","md","ec591f4df40719a5ad3148acf230998b358163d848f8cc416c3a332073749f3f","20441","2025-09-29T22:43:37Z"
"src00050","informes_sintetizados (3)/out/informes/informe_an¿ólisis_de_datos.md","md","8c2c6c410a99f069ec0971ad670a86b224b43414027b588cf5bc1cf1f3c2d22f","86305","2025-09-29T22:43:37Z"
"src00051","informes_sintetizados (3)/out/informes/informe_gesti¿«n_de_proyectos.md","md","0236d8672d5fd9f0a8840d802c45f4bb9e67cebc7dbe2e9c349760aedf96b1b1","1490","2025-09-29T22:43:37Z"
"src00052","informes_sintetizados (3)/out/snippets/snippet_C0017_3450.md","md","c6101db0b69ce421126a8d3a5c3368ad27a6632da8c9139e63b6902f4767375a","712","2025-09-29T22:43:37Z"
"src00053","informes_sintetizados (3)/out/snippets/snippet_C0031_148.md","md","46cc74a75b0670cc591d48622595cf0c765751cbc7340bf7b9dfe9146aa9700c","101","2025-09-29T22:43:37Z"
"src00054","informes_sintetizados (3)/out/snippets/snippet_C0018_568.md","md","ebf8b6144e31daac8709b80dd8b47799104c5195a9d26b0363d16ccf5d3f9cf7","285","2025-09-29T22:43:37Z"
"src00055","informes_sintetizados (3)/out/snippets/snippet_C0036_4480.md","md","33192ce19d93e3d450608097c08a1a1584e8ac53aa80e0fcc89a1a9d46d5a9ce","297","2025-09-29T22:43:37Z"
"src00056","informes_sintetizados (3)/out/snippets/snippet_C0028_479.md","md","ec0b75ac482abcb54474c7198602eda26bd5f6771f2fb9ad2a192ac52671c55f","116","2025-09-29T22:43:37Z"
"src00057","informes_sintetizados (3)/out/snippets/snippet_C0001_26.md","md","244195a47c8c9b7fd4db896792071a9bec0e35518f050469eb0e0ef9d8e611ae","214","2025-09-29T22:43:37Z"
"src00058","informes_sintetizados (3)/out/snippets/snippet_C0010_10.md","md","ced315ec32933a1080b6d542fb3d0aab3cb3be1ea1dcf2a6a04067d09e6e004c","61","2025-09-29T22:43:37Z"
"src00059","informes_sintetizados (3)/out/snippets/snippet_C0031_121.md","md","faee1a63bd031770ec6934034d7fb2768e8ab1a6067c30125601c69f99d9317f","134","2025-09-29T22:43:37Z"
"src00060","informes_sintetizados (3)/out/snippets/snippet_C0067_1480.md","md","40eda36d249a06356d9b9d518a02f6dad92ae53064373e93878e8ee1e7d5e4c7","327","2025-09-29T22:43:37Z"
"src00061","informes_sintetizados (3)/out/snippets/snippet_C0036_1882.md","md","197d301ac97a551d723c76d57df60ef510e4a283cb147897871375f74b626ff5","100","2025-09-29T22:43:37Z"
"src00062","informes_sintetizados (3)/out/snippets/snippet_C0047_120.md","md","3f19fe8de32cb1cc4e5758b3bc76256decbdca4e8f513aa7688eab00635af352","367","2025-09-29T22:43:37Z"
"src00063","informes_sintetizados (3)/out/snippets/snippet_C0001_23.md","md","7089fdbdf560509e5d8f4242c62b670e37905823dd28064b43cd96fa87e16db3","893","2025-09-29T22:43:37Z"
"src00064","informes_sintetizados (3)/out/snippets/snippet_C0028_345.md","md","fc4b85d346d8b0f294cb9dbf4d6361274ca5df848a0ef297049024c5966a78cb","251","2025-09-29T22:43:37Z"
"src00065","informes_sintetizados (3)/out/snippets/snippet_C0036_4509.md","md","d2ab797fa38eef7adceccea4ce481fc5c7421b9d57c71029750d2c451859f054","296","2025-09-29T22:43:37Z"
"src00066","informes_sintetizados (3)/out/snippets/snippet_C0036_4769.md","md","0b61f871b94c943d1cc33cb37fc204ddff79137884d98d03cf3d36089603baac","321","2025-09-29T22:43:37Z"
"src00067","informes_sintetizados (3)/out/snippets/snippet_C0016_261.md","md","2153e67449fdf88ecffc24810d0874237832b17ec65a8360e166d39f2b8ea629","654","2025-09-29T22:43:37Z"
"src00068","informes_sintetizados (3)/out/snippets/snippet_C0030_1060.md","md","82dd02279e1f41ceecd60ab293420322deaad5603cdf21adb5f62f0017836d38","377","2025-09-29T22:43:37Z"
"src00069","informes_sintetizados (3)/out/snippets/snippet_C0036_4791.md","md","1d7a5191e9e408b5bc8ee43f20796026e8dc313680dc5466d7d9e283845609ab","311","2025-09-29T22:43:37Z"
"src00070","informes_sintetizados (3)/out/snippets/snippet_C0017_3392.md","md","34d36251586f89ba9204b2ad6d8f78896824b995a5412597fc74ab796c09abb2","70","2025-09-29T22:43:37Z"
"src00071","informes_sintetizados (3)/out/snippets/snippet_C0030_752.md","md","4c8468bd517eb92c2576df110939d10918f98d314a5777a0f0234996229a22e4","505","2025-09-29T22:43:37Z"
"src00072","informes_sintetizados (3)/out/snippets/snippet_C0082_733.md","md","0aabab09bdc9daf009127d6c0f91c8376d2c5f5b31845f6e0343055a5dc8adf1","85","2025-09-29T22:43:37Z"
"src00073","informes_sintetizados (3)/out/snippets/snippet_C0036_1886.md","md","d7b8e6d6db4a792e85ec9848c2a0fafa52deab7c2a7c0e4ac6877459061535b9","102","2025-09-29T22:43:37Z"
"src00074","informes_sintetizados (3)/out/snippets/snippet_C0030_782.md","md","4c8468bd517eb92c2576df110939d10918f98d314a5777a0f0234996229a22e4","505","2025-09-29T22:43:37Z"
"src00075","informes_sintetizados (3)/out/snippets/snippet_C0017_3044.md","md","3690c47303517308015cd48adfd297df03ade8c1c5082554d194c089fdc09b3e","322","2025-09-29T22:43:37Z"
"src00076","informes_sintetizados (3)/out/snippets/snippet_C0005_590.md","md","fc17eee2a2653de1dbcd39f052abeb969592dd18e8b8eb62ec0be2b423e23509","310","2025-09-29T22:43:37Z"
"src00077","informes_sintetizados (3)/out/snippets/snippet_C0017_3843.md","md","4e92e3419e6e39e34939980c8461acda5e2d8279f07bb9bf6f29b41031cc04f3","81","2025-09-29T22:43:37Z"
"src00078","informes_sintetizados (3)/out/snippets/snippet_C0004_199.md","md","caa67f0f731ed550e270f64a48371bcaf7f2f3e85a5add62e31b40cfe09c09a3","67","2025-09-29T22:43:37Z"
"src00079","informes_sintetizados (3)/out/snippets/snippet_C0046_71.md","md","0f1c7730fdf41f4737e8d6ff4a50ae5a61992b2de41ec2158daa4ee225fddca3","49","2025-09-29T22:43:37Z"
"src00080","informes_sintetizados (3)/out/snippets/snippet_C0010_8.md","md","dfa6d842a0805c3ddb6ec97d457311b18d20e044bc0c54ee93ec7b05a15039b4","42","2025-09-29T22:43:37Z"
"src00081","informes_sintetizados (3)/out/snippets/snippet_C0014_806.md","md","bf0df5904a97cb82862d943051d63d32c9d34fac32d5bd72d4fee218e22e2b61","218","2025-09-29T22:43:37Z"
"src00082","informes_sintetizados (3)/out/snippets/snippet_C0002_109.md","md","781a4afb5b23e97ba0adf20a7051b7b35657ed1acc53efe5cb1f33a7af7d2d59","769","2025-09-29T22:43:37Z"
"src00083","informes_sintetizados (3)/out/snippets/snippet_C0067_1080.md","md","bc98a9dfcc523e1587e602a6e8ffb0b261548ef58070acf722831570cbabb919","52","2025-09-29T22:43:37Z"
"src00084","informes_sintetizados (3)/out/snippets/snippet_C0028_751.md","md","bdc128c77125d601cce478ca3e73fa91772da3221b6f2605a122994dc6ca382e","71","2025-09-29T22:43:37Z"
"src00085","informes_sintetizados (3)/out/snippets/snippet_C0005_717.md","md","a38d1cce58c0c7ec93e9b5de51b0b256c13cf5e4cae949937214ec6dd4cc001c","231","2025-09-29T22:43:37Z"
"src00086","informes_sintetizados (3)/out/snippets/snippet_C0018_514.md","md","e81a71229855e3b670244656178d1082e17302eb8fc95f9e6d1256d0d5976b8b","169","2025-09-29T22:43:37Z"
"src00087","informes_sintetizados (3)/out/snippets/snippet_C0080_97.md","md","0035a07011a53e52945ec1ca08250127931ce0ad58f9355afe5ee49e574a53e7","695","2025-09-29T22:43:37Z"
"src00088","informes_sintetizados (3)/out/snippets/snippet_C0017_1548.md","md","7e8fada90f5f6acbd91dc9677364347be75d3fb6b071bd0282c424d28d4dbeaf","249","2025-09-29T22:43:37Z"
"src00089","informes_sintetizados (3)/out/snippets/snippet_C0030_1055.md","md","472dc2cdb1b84696151b87ce2da44254736881dedd7de5da5b7a93f946e25ebd","489","2025-09-29T22:43:37Z"
"src00090","informes_sintetizados (3)/out/snippets/snippet_C0017_3027.md","md","1d0e98ed7dadd04647dd17c7faae763f96432d0dd12a4c2de73613e777a73029","61","2025-09-29T22:43:37Z"
"src00091","informes_sintetizados (3)/out/snippets/snippet_C0082_749.md","md","5b01d4d82e9e2944caae6e208cc7e2a3cb6b5b9a0ad98c89d949e84ebd417d72","145","2025-09-29T22:43:37Z"
"src00092","informes_sintetizados (3)/out/snippets/snippet_C0065_624.md","md","0cd07d8893458a64c15a8867373040acc963574444c878d08376a25a915fc90e","283","2025-09-29T22:43:37Z"
"src00093","informes_sintetizados (3)/out/snippets/snippet_C0028_297.md","md","819890506752670cb4c95fa5a9da0567e0594b6acd19dc3593748dec484a225a","127","2025-09-29T22:43:37Z"
"src00094","informes_sintetizados (3)/out/snippets/snippet_C0015_18.md","md","871b8c18e384f470cf7b0164c24d298e1decf24354c6f8f4895f1d798a8d2424","857","2025-09-29T22:43:37Z"
"src00095","informes_sintetizados (3)/out/snippets/snippet_C0082_1110.md","md","21c21453f067fe228bf27722af349c86f71fe9c4c00110789362ecfff903360b","57","2025-09-29T22:43:37Z"
"src00096","informes_sintetizados (3)/out/snippets/snippet_C0028_748.md","md","9240faee482d73843ed04e393eb8faaf00fa7e1fdca7175bb5c2e142883d1e1e","92","2025-09-29T22:43:37Z"
"src00097","informes_sintetizados (3)/out/snippets/snippet_C0036_4534.md","md","acda0285c6591d5b630e5d4ed0dbbd6aefb7eb7a21424a47b6a1f6bbda192f57","380","2025-09-29T22:43:37Z"
"src00098","informes_sintetizados (3)/out/snippets/snippet_C0010_11.md","md","8da2d2223554dbedbdfc5b5d833e18d0618b8d095c13bfbdf3f68a7b53309db0","67","2025-09-29T22:43:37Z"
"src00099","informes_sintetizados (3)/out/snippets/snippet_C0025_293.md","md","ac3b86605d7a9df3802cad10e7a5a3851473a58bd9187d847b5fbce1913ec641","131","2025-09-29T22:43:37Z"
"src00100","informes_sintetizados (3)/out/snippets/snippet_C0036_1895.md","md","197d301ac97a551d723c76d57df60ef510e4a283cb147897871375f74b626ff5","100","2025-09-29T22:43:37Z"
"src00101","informes_sintetizados (3)/out/snippets/snippet_C0010_9.md","md","f15889effac3d3d581c691c65268fd6a234e612451ccd1dab00e947c420c4896","73","2025-09-29T22:43:37Z"
"src00102","informes_sintetizados (3)/out/snippets/snippet_C0065_618.md","md","c5bb0bfb88e2378cd953d81114c893cfaa907e6b7c3ff7d6973a13e2473f1d44","348","2025-09-29T22:43:37Z"
"src00103","informes_sintetizados (3)/out/snippets/snippet_C0030_1212.md","md","a398d7f1a19917f65b09c8544a6fa16a36674f9b746e0a7b92d2ed7fc5a87141","615","2025-09-29T22:43:37Z"
"src00104","informes_sintetizados (3)/out/snippets/snippet_C0071_286.md","md","0229bfd88235a1b2564170a60e99e7b7cde3f296d3eae92925909f2b605fed36","28","2025-09-29T22:43:37Z"
"src00105","informes_sintetizados (3)/out/snippets/snippet_C0073_257.md","md","e4c60ac270a0814a48a3c1c9928c52aab0e9047bcaa368e00f3fb0e3bd868cf6","317","2025-09-29T22:43:37Z"
"src00106","informes_sintetizados (3)/out/snippets/snippet_C0067_1483.md","md","7527ebe740aad8acdc02a478aea2f086323a22b173c5ab4b2fa5c12fc64163f8","537","2025-09-29T22:43:37Z"
"src00107","informes_sintetizados (3)/out/snippets/snippet_C0028_531.md","md","ec0b75ac482abcb54474c7198602eda26bd5f6771f2fb9ad2a192ac52671c55f","116","2025-09-29T22:43:37Z"
"src00108","informes_sintetizados (3)/out/snippets/snippet_C0028_57.md","md","b78db306aa9eb5e12098d847a63a048e17190c92e6f828af141c48392d5bd334","284","2025-09-29T22:43:37Z"
"src00109","informes_sintetizados (3)/out/snippets/snippet_C0030_1050.md","md","c44d3709c61df99ea26f864203d1db14c531fb0ee36123f726d32cd1ba0625b7","324","2025-09-29T22:43:37Z"
"src00110","informes_sintetizados (3)/out/snippets/snippet_C0028_195.md","md","55fb3588e95506feafff977a93dc55b67a175f239e4418460d58519d95f99dde","333","2025-09-29T22:43:37Z"
"src00111","informes_sintetizados (3)/out/snippets/snippet_C0028_525.md","md","825deb71dcf79d162b384c5b4919da6a8eb36dbce6c83dcd9b93aab8d705eff9","408","2025-09-29T22:43:37Z"
"src00112","informes_sintetizados (3)/out/snippets/snippet_C0053_16.md","md","dbdc474b457f3759d147d4254cac4b8ae97f40ed2b60fe352fc4cc36b36010d5","907","2025-09-29T22:43:37Z"
"src00113","informes_sintetizados (3)/out/snippets/snippet_C0028_112.md","md","4ac967fd19031cda90816e3706ab167ec0d76df0d20c052d88cd0f1911f2d9dc","282","2025-09-29T22:43:37Z"
"src00114","informes_sintetizados (3)/out/snippets/snippet_C0030_1278.md","md","65bb7c070e38c6f876cbfde8d94f9c7cc97fc7b198904bdb0cdbac695259402e","120","2025-09-29T22:43:37Z"
"src00115","informes_sintetizados (3)/out/snippets/snippet_C0046_183.md","md","05622829ef0d93d92a4ef2fd76fa473b2263f8cff8fd6fa3bd50410202f6d863","601","2025-09-29T22:43:37Z"
"src00116","informes_sintetizados (3)/out/snippets/snippet_C0082_1099.md","md","5860a457b9f41e20402afaf0e97db4e25c71015144cf7a477b8bb8f2275a75af","77","2025-09-29T22:43:37Z"
"src00117","informes_sintetizados (3)/out/snippets/snippet_C0053_760.md","md","3cecb85010cd997a1ecfc03de8a7c0b5b3fbb8f81a2ef0502318d75889cddc39","913","2025-09-29T22:43:37Z"
"src00118","informes_sintetizados (3)/out/snippets/snippet_C0036_1899.md","md","d7b8e6d6db4a792e85ec9848c2a0fafa52deab7c2a7c0e4ac6877459061535b9","102","2025-09-29T22:43:37Z"
"src00119","informes_sintetizados (3)/out/snippets/snippet_C0017_2154.md","md","52307a86b4f75e8733da57a3d05a7b468c4a4ccf698fd3335db13a79237bccf0","381","2025-09-29T22:43:37Z"
"src00120","informes_sintetizados (3)/out/snippets/snippet_C0028_508.md","md","6561efaac7be485fd5897f5072a48b34cf15f72e51c6b0bb191876b84d1a84f1","477","2025-09-29T22:43:37Z"
"src00121","informes_sintetizados (3)/out/snippets/snippet_C0017_1001.md","md","c28c413a70157198a80b2914b683fa53bc1e91e97415d010543d30053e6f032f","1031","2025-09-29T22:43:37Z"
"src00122","informes_sintetizados (3)/out/snippets/snippet_C0028_714.md","md","f35102c372a5ee3b2e940741291295aea1a0932e8a8c6a73eefce92099c9b096","118","2025-09-29T22:43:37Z"
"src00123","informes_sintetizados (3)/out/snippets/snippet_C0028_412.md","md","cec966caec9e2519069c3e97b4b499a30858dd46b6f14225a21a6718754d953e","488","2025-09-29T22:43:37Z"
"src00124","informes_sintetizados (3)/out/snippets/snippet_C0028_1047.md","md","af349019d4013026ccedc6c637b611e98f3c7125d5ee27c59803e30dd8b2370d","113","2025-09-29T22:43:37Z"
"src00125","informes_sintetizados (3)/out/snippets/snippet_C0051_71.md","md","6382001be99e25ff6ff8eb5d0a039f05155f8ab9703f5e2022a527fa802282b5","165","2025-09-29T22:43:37Z"
"src00126","informes_sintetizados (3)/out/snippets/snippet_C0017_2371.md","md","9e5e906f0c5fcf0cd4dfe78533e08cbfd3471b6b420e024c6a648769aaf09df9","653","2025-09-29T22:43:37Z"
"src00127","informes_sintetizados (3)/out/snippets/snippet_C0030_1227.md","md","aa4988c03854270cff0e2b0f5a2da8ced504b787bbb152da66b4ab9705bcd001","321","2025-09-29T22:43:37Z"
"src00128","informes_sintetizados (3)/out/snippets/snippet_C0018_608.md","md","c48454ad9a6205929652ddba0bd3b44672a99286ebf54ff651da226e46df9098","547","2025-09-29T22:43:37Z"
"src00129","informes_sintetizados (3)/out/snippets/snippet_C0017_804.md","md","9bb75db9e5d4e69758f2ed35cf58765fab2870d44d85f12544c76ccf0b0cb479","62","2025-09-29T22:43:37Z"
"src00130","informes_sintetizados (3)/out/snippets/snippet_C0080_168.md","md","9443666c71efcacad16cd7a27641b837edfe6d2806b2a44b6524fa4d9458f9f8","1013","2025-09-29T22:43:37Z"
"src00131","informes_sintetizados (3)/out/snippets/snippet_C0037_563.md","md","fd2f100fb94ff1d2bf6cdbe79309546a557e6ddfc9e14a04cc5e0743259e66ef","163","2025-09-29T22:43:37Z"
"src00132","informes_sintetizados (3)/out/snippets/snippet_C0028_482.md","md","b767ef642a2fb7686c8a69ef6d3492ee13ce04d636cf2044f6f99161646cbbcb","108","2025-09-29T22:43:37Z"
"src00133","informes_sintetizados (3)/out/snippets/snippet_C0084_92.md","md","11c21a81441df8e3ee202b01fe59a07309dba8a173fd2231887e00d2c2b6a561","48","2025-09-29T22:43:37Z"
"src00134","informes_sintetizados (3)/out/snippets/snippet_C0030_1297.md","md","808b3ccf8b52339f3c62ad3c9eab3687db4b566fe29afaf45d877416cb6a693e","154","2025-09-29T22:43:37Z"
"src00135","informes_sintetizados (3)/out/snippets/snippet_C0028_897.md","md","f6b2aab2e3c900ae97d4090dd660a587c54d79699d475ea3e27749c9c6f1f485","539","2025-09-29T22:43:37Z"
"src00136","informes_sintetizados (3)/out/snippets/snippet_C0049_433.md","md","4a34be97912102eb27601912916a7ff50576b4a4c03c13931d314add24865b3b","48","2025-09-29T22:43:37Z"
"src00137","informes_sintetizados (3)/out/snippets/snippet_C0005_526.md","md","4c0b6a411a706c84299af5f84185f287f3ca216daca5de359a716f30a692ee01","414","2025-09-29T22:43:37Z"
"src00138","informes_sintetizados (3)/out/snippets/snippet_C0004_69.md","md","cfa2825026d137a8b66e5ef388825002cf6adc0d05fe3da8f2e6021c567a9c60","408","2025-09-29T22:43:37Z"
"src00139","informes_sintetizados (3)/out/snippets/snippet_C0036_4399.md","md","9e0686e5583dfcb87bb69158014749d393b13900450d6f378084f7270f7b77dc","227","2025-09-29T22:43:37Z"
"src00140","informes_sintetizados (3)/out/snippets/snippet_C0067_1083.md","md","ea3097e1542ac03f24ae46d893b758d2ad429c9c91d0490b83ac6b412534c2cd","64","2025-09-29T22:43:37Z"
"src00141","informes_sintetizados (3)/out/snippets/snippet_C0004_203.md","md","33a542f97163cbe6ba2d3b56ad0d3788eadbb8c7aeb31d5381e725c3fa643159","68","2025-09-29T22:43:37Z"
"src00142","informes_sintetizados (3)/out/snippets/snippet_C0017_801.md","md","a339769d059c9ead61dc45658cb26211c456babd9d0a298e071a79504d251f40","27","2025-09-29T22:43:37Z"
